ORDER_ID	PRINT_PROVIDER_ID	PRODUCT_BRAND	PRODUCT_TYPE	ITEM_STATUS	QUANTITY
105752.1049	43	Next Level	T-Shirt	shipment_delivered	1
105752.1049	39	Gildan	Sweatshirt	shipment_delivered	1
105752.1051	29	Gildan	Hoodie	shipment_delivered	1
105752.1056	39	Gildan	Sweatshirt	shipment_delivered	1
105752.1058	16	Generic brand	Hats	shipment_delivered	1
105752.1058	29	Gildan	Hoodie	shipment_delivered	1
105752.1058	16	Generic brand	Hats	shipment_delivered	1
105752.1058	16	Generic brand	Hats	shipment_delivered	1
105752.1058	29	Bella+Canvas	T-Shirt	shipment_delivered	1
105752.1058	25	Gildan	Hoodie	shipment_delivered	1
105752.1058	43	Next Level	Tank Top	shipment_delivered	1
105752.1058	16	Next Level	T-Shirt	shipment_delivered	1
105752.1058	16	Bella+Canvas	Long-sleeve	shipment_delivered	1
105752.1058	16	Next Level	T-Shirt	shipment_delivered	1
105752.1059	3	Bella+Canvas	Long-sleeve	shipment_delivered	1
105752.106	39	Galdan	Sweatshirt	shipment_delivered	1
105752.106	3	Gildan	Sweatshirt	shipment_delivered	1
105752.1063	29	Bella+Canvas	T-Shirt	shipment_delivered	1
105752.1063	43	Next Level	T-Shirt	shipment_delivered	1
105752.1063	39	Next Level	Tank Top	shipment_in_transit	1
105752.1067	29	Bella+Canvas	T-Shirt	shipment_delivered	1
105752.107	3	Gildan	Sweatshirt	shipment_delivered	1
105752.1072	25	Bella+Canvas	Long-sleeve	shipment_delivered	1
105752.1072	29	Bella+Canvas	T-Shirt	shipment_delivered	1
105752.1072	29	Bella+Canvas	T-Shirt	shipment_delivered	1
105752.1072	45	Gildan	Kids clothes	shipment_delivered	1
105752.1072	29	Gildan	Sweatshirt	shipment_delivered	1
105752.1072	29	Galdan	Sweatshirt	shipment_delivered	1
105752.1073	39	Gildan	Sweatshirt	shipment_delivered	1
105752.1073	36	Generic brand	Poster	shipment_delivered	1
105752.1073	10	Generic brand	Accessories	shipment_out_for_delivery	1
105752.1073	33	Generic brand	Accessories	shipment_delivered	1
105752.1073	29	Bella+Canvas	T-Shirt	shipment_delivered	1
105752.1073	3	Gildan	Hoodie	shipment_delivered	1
105752.1073	29	Gildan	Hoodie	shipment_delivered	1
105752.1079	39	Gildan	Sweatshirt	shipment_delivered	1
105752.1079	3	Gildan	Sweatshirt	shipment_delivered	1
105752.108	10	Generic brand	Accessories	shipment_delivered	1
105752.108	33	Generic brand	Accessories	shipment_in_transit	2
105752.108	39	Gildan	Sweatshirt	shipment_delivered	1
105752.108	1	Generic brand	Mug	shipment_delivered	1
105752.108	43	Next Level	T-Shirt	shipment_delivered	1
105752.108	39	Gildan	Sweatshirt	shipment_delivered	1
105752.108	1	Generic brand	Mug	shipment_delivered	1
105752.108	16	Generic brand	Hats	shipment_delivered	1
105752.108	43	Next Level	T-Shirt	shipment_delivered	1
105752.1083	10	Generic brand	Accessories	shipment_delivered	1
105752.1083	43	Next Level	T-Shirt	shipment_delivered	1
105752.1083	43	Next Level	T-Shirt	shipment delivered	1
105752.1083	43	Next Level	T-Shirt	shipment_delivered	1
105752.1083	39	Bella+Canvas	T-Shirt	shipment_delivered	1
105752.1083	16	Next Level	T-Shirt	shipment_delivered	1
105752.1084	29	Galdan	Hoodie	shipment_delivered	1
105752.1084	16	Next Level	Long-sleeve	shipment_delivered	1
105752.1085	3	Bella+Canvas	T-Shirt	shipment_delivered	1
105752.1089	43	Next Level	Tank Top	shipment_delivered	1
105752.1089	25	Next Level	T-Shirt	shipment_delivered	2
105752.1089	25	Next Level	T-Shirt	shipment_delivered	1
105752.1089	43	Next Level	Tank Top	shipment_delivered	1
105752.1089	39	Galdan	Sweatshirt	shipment_delivered	1
105752.1092	25	Bella+Canvas	Long-sleeve	shipment_delivered	1
105752.1094	29	Bella+Canvas	Tank Top	shipment_delivered	1
105752.1094	39	Gildan	Sweatshirt	shipment_delivered	1
105752.1094	3	Bella+Canvas	Tank Top	shipment_delivered	1
105752.1094	3	Gildan	Sweatshirt	shipment_delivered	1
105752.1095	39	Gildan	Sweatshirt	shipment_delivered	1
105752.1096	45	Lane Seven	Hoodie	shipment_delivered	1
105752.1098	39	Gildan	Sweatshirt	shipment_delivered	1
105752.1112	41	Generic brand	Home Decor	fulfilled	1
105752.1112	33	Generic brand	Accessories	shipment_delivered	2
105752.1112	16	Gildan	Kids clothes	shipment_delivered	2
105752.1112	16	Gildan	Kids clothes	shipment_delivered	1
105752.1112	16	Gildan	Kids clothes	shipment_delivered	1
105752.1118	3	Gildan	Sweatshirt	shipment_delivered	1
105752.1118	3	Gildan	Sweatshirt	shipment_delivered	1
105752.1118	25	Bella+Canvas	Long-sleeve	shipment_delivered	1
105752.1118	41	Generic brand	Home Decor	fulfilled	1
105752.1118	33	Generic brand	Accessories	shipment_out_for_delivery	2
105752.1118	29	Gildan	Sweatshirt	shipment_out_for_delivery	1
105752.1119	43	Next Level	T-Shirt	shipment_delivered	1
105752.1122	45	Lane Seven	Trousers	shipment_delivered	1
105752.1122	39	Gildan	Sweatshirt	shipment delivered	1
105752.1123	29	Bella+Canvas	T-Shirt	shipment_delivered	1
105752.1125	43	Next Level	T-Shirt	shipment_delivered	1
105752.1125	29	Bella+Canvas	T-Shirt	shipment delivered	1
105752.1125	1	Generic brand	Mug	shipment_delivered	1
105752.1125	10	Generic brand	Accessories	shipment_delivered	1
105752.1125	10	Generic brand	Accessories	shipment_delivered	1
105752.1125	10	Generic brand	Accessories	shipment_delivered	1
105752.1125	10	Generic brand	Accessories	shipment_delivered	1
105752.1125	10	Generic brand	Accessories	shipment_in_transit	1
105752.1125	25	Bella+Canvas	Long-sleeve	shipment_delivered	1
105752.1125	25	Bella+Canvas	Long-sleeve	shipment_delivered	1
105752.1125	3	Gildan	Sweatshirt	shipment_delivered	1
105752.1129	3	Bella+Canvas	T-Shirt	shipment_in_transit	1
105752.1129	25	LAT Apparel	T-Shirt	shipment_out_for_delivery	1
105752.1135	29	Bella+Canvas	T-Shirt	shipment_delivered	1
105752.1139	41	Generic brand	Home Decor	fulfilled	1
105752.1139	1	Generic brand	Mug	shipment_delivered	1
105752.1139	43	Next Level	T-Shirt	shipment_delivered	1
105752.1139	16	Generic brand	Hats	shipment_delivered	1
105752.1139	1	Generic brand	Mug	shipment_delivered	1
105752.1139	43	Next Level	T-Shirt	shipment_delivered	1
105752.1142	3	Next Level	Long-sleeve	shipment_delivered	1
105752.1146	43	Next Level	T-Shirt	shipment_delivered	1
105752.1148	25	Bella+Canvas	Long-sleeve	shipment_delivered	1
105752.1148	29	Bella+Canvas	T-Shirt	shipment_out_for_delivery	1
105752.1148	39	Gildan	Sweatshirt	shipment_delivered	1
105752.115	39	Gildan	Sweatshirt	shipment delivered	1
105752.1151	45	Gildan	Kids clothes	shipment_delivered	1
105752.1151	29	Gildan	Sweatshirt	shipment_delivered	1
105752.1153	29	Gildan	Sweatshirt	shipment_delivered	1
105752.1156	1	Generic brand	Mug	shipment_delivered	1
105752.1157	43	Next Level	T-Shirt	shipment_delivered	1
105752.1162	29	Bella+Canvas	T-Shirt	shipment_delivered	1
105752.9786	10	Generic brand	Accessories	shipment_delivered	1
105752.9786	39	Bella+Canvas	T-Shirt	shipment_delivered	1
105752.9786	29	Bella+Canvas	T-Shirt	shipment_delivered	1
105752.979	1	Generic brand	Paper products	shipment_delivered	1
105752.979	1	Generic brand	Mug	shipment_delivered	1
105752.9802	44	Gildan	Sweatshirt	shipment_delivered	1
105752.9802	3	Bella+Canvas	Long-sleeve	shipment_delivered	1
105752.9802	3	Bella+Canvas	Long-sleeve	shipment_delivered	1
105752.9812	1	Generic brand	Paper products	shipment_delivered	1
105752.9812	43	Next Level	T-Shirt	shipment_delivered	1
105752.9812	1	Generic brand	Mug	shipment_delivered	1
105752.9812	43	Next Level	T-Shirt	shipment_delivered	1
105752.9812	1	Generic brand	Mug	shipment_delivered	1
105752.983	39	Gildan	Sweatshirt	shipment_delivered	1
105752.9836	1	Generic brand	Mug	shipment_delivered	1
105752.9836	1	Generic brand	Mug	shipment_delivered	1
105752.9836	29	Bella+Canvas	T-Shirt	shipment_delivered	1
105752.9836	52	Bella+Canvas	T-Shirt	fulfilled	1
105752.9857	43	Next Level	T-Shirt	shipment_delivered	1
105752.9881	3	Gildan	Hoodie	shipment delivered	1
105752.9906	1	Generic brand	Paper products	shipment_delivered	1
105752.9906	25	Bella+Canvas	Long-sleeve	shipment_delivered	1
105752.9906	1	Generic brand	Paper products	shipment_delivered	1
105752.9906	1	Generic brand	Paper products	shipment_delivered	1
105752.9906	3	Gildan	Sweatshirt	shipment_delivered	1
105752.9917	16	Galdan	Kids clothes	shipment_delivered	2
105752.9917	16	Gildan	Kids clothes	shipment delivered	1
105752.9954	25	Bella+Canvas	T-Shirt	shipment_delivered	1
105752.9966	1	Generic brand	Paper products	shipment_delivered	1
105752.9966	1	Generic brand	Paper products	shipment_delivered	1
105752.9966	1	Generic brand	Paper products	shipment_delivered	1
105752.9966	39	Gildan	Sweatshirt	shipment_delivered	1
105752.9966	3	Gildan	Sweatshirt	shipment_delivered	1
105752.9969	1	Generic brand	Paper products	shipment_delivered	1
105752.9969	1	Generic brand	Paper products	shipment_delivered	1
105752.9969	43	Next Level	T-Shirt	shipment_delivered	1
105854.671	9	Generic brand	Mug	fulfilled	1
105854.671	9	Generic brand	Mug	fulfilled	1
105854.698	48	Generic brand	Accessories	fulfilled	1
105854.711	6	Gildan	T-Shirt	fulfilled	1
109835.41	1	Generic brand	Paper products	shipment_delivered	1
112007.259	29	Bella+Canvas	T-Shirt	shipment_out_for_delivery	1
112007.368	16	Galdan	Kids clothes	shipment_delivered	1
112007.517	29	Bella+Canvas	T-Shirt	shipment_out_for_delivery	1
112007.61	33	Generic brand	Accessories	shipment_in_transit	1
112007.696	33	Generic brand	Accessories	shipment_delivered	1
112007.791	3	Bella+Canvas	T-Shirt	shipment_delivered	1
112007.915	3	Bella+Canvas	T-Shirt	shipment_delivered	1
112139.1197	1	Generic brand	All Over Prints	shipment_delivered	1
112139.1198	1	Generic brand	Mug	shipment_delivered	2
112139.1202	1	Generic brand	Mug	shipment_delivered	1
112139.1203	1	Generic brand	Mug	shipment_delivered	3
113216.98	3	Gildan	Hoodie	shipment_delivered	1
113348.301	6	Bella+Canvas	T-Shirt	fulfilled	1
113348.301	30	Bella+Canvas	T-Shirt	fulfilled	1
113858.1098	10	Generic brand	Accessories	shipment_out_for_delivery	1
113858.128	10	Generic brand	Accessories	shipment_out_for_delivery	1
113858.1589	10	Generic brand	Home Decor	shipment_out_for_delivery	1
113858.276	10	Generic brand	Home Decor	shipment_delivered	1
113858.356	10	Generic brand	Home Decor	shipment_delivered	1
113858.391	10	Generic brand	Accessories	shipment_delivered	2
113858.413	10	Generic brand	Home Decor	shipment_delivered	1
113858.658	10	Generic brand	Accessories	shipment_delivered	1
113858.764	10	Generic brand	Accessories	shipment_delivered	2
113858.764	10	Generic brand	Accessories	shipment_delivered	1
114008.2564	23	Premium Cases	Phone Case	shipment_in_transit	1
114008.2639	23	Premium Cases	Phone Case	shipment_out_for_delivery	1
117329.26	39	Bella+Canvas	T-Shirt	shipment_delivered	1
119270.6534	44	Gildan	Hoodie	shipment_delivered	1
119270.6626	3	Next Level	T-Shirt	fulfilled	1
119270.6758	29	Gildan	T-Shirt	shipment_delivered	1
119270.6758	39	Gildan	Hoodie	shipment_delivered	1
119270.6848	30	Gildan	T-Shirt	fulfilled	1
119270.7481	29	Next Level	T-Shirt	shipment_delivered	1
119270.7481	42	Gildan	T-Shirt	shipment_out_for_delivery	1
119270.7481	42	Gildan	T-Shirt	shipment_out_for_delivery	1
119270.7481	42	Galdan	T-Shirt	shipment out for delivery	1
119270.7568	29	Gildan	T-Shirt	shipment_out_for_delivery	1
119270.7568	29	Gildan	T-Shirt	shipment out for delivery	1
119270.7583	3	Gildan	T-Shirt	shipment_out_for_delivery	1
119270.7862	34	Next Level	T-Shirt	fulfilled	1
119270.7945	41	Gildan	T-Shirt	shipment_delivered	1
119270.7961	29	Gildan	Hoodie	shipment_in_transit	1
123752.1207	25	Next Level	Tank Top	shipment_delivered	1
123752.1232	10	Generic brand	Home Decor	shipment_in_transit	2
123752.1232	10	Generic brand	Home Decor	shipment_in_transit	2
123752.1232	16	Generic brand	Bags	fulfilled	1
123752.1232	16	Generic brand	Bags	fulfilled	1
123752.1234	3	Gildan	Sweatshirt	shipment_delivered	1
123752.1243	10	Generic brand	Home Decor	shipment_delivered	1
123752.1291	10	Generic brand	Home Decor	shipment_delivered	1
123752.1324	29	Bella+Canvas	T-Shirt	shipment_delivered	1
123752.1333	2	Generic brand	Poster	shipment_out_for_delivery	1
123752.134	29	Bella+Canvas	T-Shirt	shipment_delivered	1
123752.1341	29	Bella+Canvas	T-Shirt	shipment_delivered	1
123752.135	29	Bella+Canvas	T-Shirt	shipment_delivered	1
123752.135	29	Bella+Canvas	T-Shirt	shipment_delivered	1
123752.135	29	Bella+Canvas	T-Shirt	shipment_delivered	2
123752.135	29	Bella+Canvas	T-Shirt	shipment_delivered	1
123752.135	29	Bella+Canvas	T-Shirt	shipment_delivered	1
123752.135	29	Bella+Canvas	T-Shirt	shipment_delivered	1
123752.1352	29	Bella+Canvas	T-Shirt	shipment_delivered	1
123752.1357	29	Bella+Canvas	T-Shirt	shipment_delivered	1
123752.1378	10	Generic brand	Accessories	shipment_delivered	1
123752.141	29	Bella+Canvas	T-Shirt	shipment_delivered	1
123752.142	10	Generic brand	Bags	shipment_delivered	1
123752.1435	29	Bella+Canvas	T-Shirt	shipment_delivered	1
123752.1465	29	Gildan	Sweatshirt	shipment_available_for_pickup	1
123752.1482	29	Gildan	Sweatshirt	shipment_out_for_delivery	1
123752.1487	29	Bella+Canvas	T-Shirt	shipment_in_transit	1
123752.1558	29	Bella+Canvas	T-Shirt	shipment_out_for_delivery	1
123752.1571	10	Generic brand	Accessories	shipment_delivered	1
123983.5903	1	Generic brand	Paper products	shipment_delivered	1
123983.5903	1	Generic brand	Paper products	shipment_delivered	1
123983.5903	1	Generic brand	Paper products	shipment_delivered	1
125609.7	10	Generic brand	All Over Prints	shipment_delivered	1
125609.7	10	Generic brand	All Over Prints	shipment_delivered	1
125609.7	10	Generic brand	All Over Prints	shipment_delivered	1
125609.7	10	Generic brand	All Over Prints	shipment_delivered	1
126398.8154	29	Gildan	Hoodie	shipment_delivered	1
126398.8154	29	Gildan	Hoodie	shipment_delivered	1
126398.8154	29	Gildan	Hoodie	shipment_delivered	1
126398.8154	29	Galdan	Hoodie	shipment_delivered	1
126398.8203	3	Bella+Canvas	T-Shirt	shipment_delivered	1
126398.8203	44	Bella+Canvas	T-Shirt	shipment_delivered	1
126398.8203	39	Bella+Canvas	T-Shirt	shipment_delivered	1
126398.8382	3	Bella+Canvas	T-Shirt	shipment_delivered	1
126398.8382	25	Bella+Canvas	Long-sleeve	shipment_delivered	1
126398.8472	3	Gildan	Sweatshirt	shipment_delivered	1
126398.8472	3	Gildan	Sweatshirt	shipment_delivered	1
126398.8483	3	Bella+Canvas	T-Shirt	shipment_delivered	1
126398.8483	29	Bella+Canvas	T-Shirt	shipment_delivered	1
126398.8552	29	Next Level	T-Shirt	shipment_delivered	1
126398.8552	3	Bella+Canvas	T-Shirt	shipment_delivered	1
126398.8552	29	Bella+Canvas	Tank Top	shipment_delivered	1
126398.8666	3	Bella+Canvas	T-Shirt	shipment_delivered	1
126398.8738	3	Gildan	Hoodie	canceled	1
129110.8079	16	Generic brand	T-Shirt	shipment_delivered	1
129110.8124	16	Generic brand	T-Shirt	shipment_delivered	1
129110.8175	1	Generic brand	Paper products	shipment_delivered	1
129110.8491	1	Generic brand	Mug	shipment_delivered	1
129110.8514	1	Generic brand	Mug	shipment_delivered	1
129110.8541	1	Generic brand	Mug	shipment_delivered	1
129110.8698	16	Generic brand	T-Shirt	shipment_delivered	1
129110.8698	16	Generic brand	T-Shirt	shipment_delivered	1
129110.8698	16	Generic brand	T-Shirt	shipment_delivered	1
129110.9058	1	Generic brand	Mug	shipment_out_for_delivery	1
129338.48	1	Generic brand	Mug	shipment_pre_transit	1
129338.48	3	Bella+Canvas	T-Shirt	shipment in transit	1
129338.48	1	Generic brand	All Over Prints	shipment_pre_transit	1
129338.539	3	Gildan	Hoodie	shipment_delivered	1
130592.5851	25	Delta	Sweatshirt	shipment_delivered	1
130931.1511	16	Generic brand	Hats	in-production	1
130931.1511	39	Bella+Canvas	T-Shirt	on-hold	1
130931.1511	42	Bella+Canvas	T-Shirt	in-production	1
130931.1511	29	Gildan	Hoodie	in-production	1
130931.1511	39	Bella+Canvas	T-Shirt	in-production	1
130931.1533	45	Rabbit Skins	Kids clothes	fulfilled	1
130931.1533	27	Rabbit Skins	Kids clothes	shipment_delivered	1
130931.1562	41	Generic brand	Home Decor	fulfilled	1
130931.1602	3	Bella+Canvas	T-Shirt	shipment_delivered	1
130931.1602	16	Generic brand	Hats	shipment_delivered	1
130931.1602	25	Delta	Long-sleeve	shipment_delivered	1
130931.1602	3	Bella+Canvas	T-Shirt	shipment_delivered	1
130931.1602	3	Bella+Canvas	T-Shirt	shipment_delivered	1
130931.1602	27	Rabbit Skins	Kids clothes	shipment_delivered	1
130931.1602	37	Gildan	Kids clothes	shipment_delivered	1
131495.9	16	Sport-Tek	T-Shirt	shipment_delivered	1
131693.1153	1	Generic brand	Paper products	shipment_delivered	1
131693.1222	1	Generic brand	Paper products	shipment_delivered	1
131693.1257	1	Generic brand	Paper products	shipment_delivered	1
131693.143	1	Generic brand	Paper products	shipment_out_for_delivery	1
135407.131	39	Gildan	Sweatshirt	on-hold	1
135407.131	39	Gildan	Sweatshirt	on-hold	1
135407.131	39	Gildan	Sweatshirt	on-hold	1
135407.131	39	Gildan	Sweatshirt	on-hold	1
135407.206	39	Gildan	Sweatshirt	on-hold	1
135407.206	39	Galdan	Sweatshirt	on-hold	1
135407.206	39	Gildan	Sweatshirt	on-hold	1
136853.3789	29	Bella+Canvas	T-Shirt	shipment_delivered	1
139718.1067	29	Gildan	T-Shirt	shipment_delivered	1
139718.108	29	Gildan	T-Shirt	shipment_out_for_delivery	1
148949.2837	29	Bella+Canvas	T-Shirt	shipment_delivered	1
148949.2893	29	Bella+Canvas	T-Shirt	shipment_delivered	1
148949.315	29	Bella+Canvas	T-Shirt	shipment_delivered	1
148949.316	29	Gildan	Hoodie	shipment_delivered	1
151103.148	16	Generic brand	T-Shirt	on-hold	1
151103.148	16	Generic brand	Bags	on-hold	1
151103.148	16	Gildan	Hoodie	on-hold	1
151598.1061	39	Gildan	Sweatshirt	shipment_delivered	1
153746.1766	16	Generic brand	Home Decor	shipment_delivered	5
153746.1766	44	Bella+Canvas	T-Shirt	fulfilled	1
153746.1768	1	Generic brand	Mug	shipment delivered	1
153746.1768	1	Generic brand	Paper products	shipment_delivered	1
153746.1768	10	Generic brand	Bags	shipment_delivered	1
153746.1768	1	Case Mate	Phone Case	shipment_delivered	1
153746.1874	16	Generic brand	Mug	shipment_delivered	1
153746.1874	3	Bella+Canvas	T-Shirt	fulfilled	1
153746.1874	10	Generic brand	Bags	shipment_delivered	2
153746.1874	1	Generic brand	Mug	shipment delivered	1
153746.1874	10	Generic brand	Bags	shipment_delivered	2
153746.1996	1	Generic brand	Paper products	shipment_delivered	1
153746.1996	10	Generic brand	Bags	shipment_delivered	3
153746.1996	10	Generic brand	Bags	shipment_delivered	2
153746.233	3	Bella+Canvas	T-Shirt	shipment_delivered	1
153746.2357	10	Generic brand	Bags	shipment_out_for_delivery	3
153746.2357	10	Generic brand	Bags	shipment_out_for_delivery	1
153746.2479	10	Generic brand	Bags	shipment_delivered	1
153746.2479	10	Generic brand	Bags	shipment_delivered	1
153746.2479	10	Generic brand	Bags	shipment_delivered	1
153746.2479	10	Generic brand	Bags	shipment_delivered	1
153746.2611	10	Generic brand	Bags	shipment_out_for_delivery	1
153746.2611	10	Generic brand	Bags	shipment_out_for_delivery	1
153746.2611	10	Generic brand	Bags	shipment_out_for_delivery	1
153746.2625	23	Premium Cases	Phone Case	shipment_delivered	1
153746.2625	23	Premium Cases	Phone Case	shipment_delivered	1
