customer_id,reporting_date,default_moment,intodefault,mrating,PD
18,31.08.2011,,0,12,0.004
18,30.09.2011,,0,12,0.004
18,31.10.2011,,0,12,0.004
18,30.11.2011,,0,12,0.004
19,31.01.2010,,0,14,0.016
19,28.02.2010,,0,14,0.016
19,31.03.2010,,0,14,0.016
19,30.04.2010,,0,14,0.016
19,31.05.2010,,0,15,0.025
19,30.06.2010,,0,15,0.025
19,31.07.2010,,0,16,0.04
19,31.08.2010,,0,16,0.04
19,30.09.2010,,0,16,0.04
19,31.10.2010,,0,16,0.04
19,30.11.2010,,0,16,0.04
19,31.12.2010,,0,16,0.04
19,31.01.2011,,0,16,0.04
19,28.02.2011,,0,17,0.06
19,31.03.2011,,0,17,0.06
19,30.04.2011,,0,17,0.06
19,31.05.2011,,0,17,0.06
19,30.06.2011,,0,17,0.06
19,31.07.2011,,0,17,0.06
19,31.08.2011,,0,17,0.06
19,30.09.2011,,0,17,0.06
19,31.10.2011,,0,17,0.06
19,30.11.2011,,0,17,0.06
20,31.01.2010,,0,21,0.2
20,28.02.2010,,0,21,0.2
20,31.03.2010,,0,21,0.2
20,30.04.2010,,0,21,0.2
20,31.05.2010,,0,21,0.2
20,30.06.2010,,0,20,0.16
20,31.07.2010,,0,20,0.16
20,31.08.2010,,0,20,0.16
20,30.09.2010,,0,20,0.16
20,31.10.2010,,0,20,0.16
20,30.11.2010,,0,20,0.16
20,31.12.2010,,0,20,0.16
20,31.01.2011,,0,20,0.16
20,28.02.2011,,0,20,0.16
20,31.03.2011,,0,20,0.16
20,30.04.2011,,0,20,0.16
20,31.05.2011,,0,21,0.2
20,30.06.2011,,0,21,0.2
20,31.07.2011,,0,21,0.2
20,31.08.2011,,0,21,0.2
20,30.09.2011,,0,21,0.2
20,31.10.2011,,0,21,0.2
20,30.11.2011,,0,21,0.2
21,31.01.2010,,0,18,0.09
21,28.02.2010,,0,18,0.09
21,31.03.2010,,0,18,0.09
21,30.04.2010,,0,18,0.09
21,31.05.2010,,0,18,0.09
21,30.06.2010,,0,18,0.09
21,31.07.2010,,0,18,0.09
21,31.08.2010,,0,19,0.14
21,30.09.2010,,0,19,0.14
21,31.10.2010,,0,19,0.14
21,30.11.2010,,0,20,0.16
21,31.12.2010,,0,20,0.16
21,31.01.2011,,0,19,0.14
21,28.02.2011,,0,19,0.14
21,31.03.2011,,0,19,0.14
21,30.04.2011,,0,19,0.14
21,31.05.2011,,0,19,0.14
21,30.06.2011,,0,19,0.14
21,31.07.2011,,0,20,0.16
21,31.08.2011,,0,20,0.16
21,30.09.2011,,0,20,0.16
21,31.10.2011,,0,20,0.16
21,30.11.2011,,0,20,0.16
22,31.01.2010,31.05.2010,1,15,0.025
22,28.02.2010,31.05.2010,1,15,0.025
22,31.03.2010,31.05.2010,1,15,0.025
22,30.04.2010,31.05.2010,1,15,0.025
22,31.05.2010,31.05.2010,0,15,0.025
23,31.01.2010,31.10.2010,1,21,0.2
23,28.02.2010,31.10.2010,1,21,0.2
23,31.03.2010,31.10.2010,1,21,0.2
23,30.04.2010,31.10.2010,1,21,0.2
23,31.05.2010,31.10.2010,1,22,0.25
23,30.06.2010,31.10.2010,1,22,0.25
23,31.07.2010,31.10.2010,1,22,0.25
23,31.08.2010,31.10.2010,1,23,0.3
23,30.09.2010,31.10.2010,1,23,0.3
23,31.10.2010,31.10.2010,0,23,0.3
24,31.01.2010,,0,14,0.016
24,28.02.2010,,0,14,0.016
24,31.03.2010,,0,14,0.016
24,30.04.2010,,0,14,0.016
24,31.05.2010,,0,14,0.016
24,30.06.2010,,0,14,0.016
24,31.07.2010,,0,14,0.016
24,31.08.2010,,0,15,0.025
24,30.09.2010,,0,15,0.025
24,31.10.2010,,0,15,0.025
24,30.11.2010,,0,15,0.025
24,31.12.2010,,0,15,0.025
24,31.01.2011,,0,15,0.025
24,28.02.2011,,0,15,0.025
24,31.03.2011,,0,15,0.025
24,30.04.2011,,0,15,0.025
24,31.05.2011,,0,15,0.025
24,30.06.2011,,0,15,0.025
24,31.07.2011,,0,14,0.016
24,31.08.2011,,0,14,0.016
24,30.09.2011,,0,14,0.016
24,31.10.2011,,0,15,0.025
24,30.11.2011,,0,15,0.025
25,31.01.2010,,0,21,0.2
25,28.02.2010,,0,21,0.2
25,31.03.2010,,0,21,0.2
25,30.04.2010,,0,21,0.2
25,31.05.2010,,0,21,0.2
25,30.06.2010,,0,21,0.2
25,31.07.2010,,0,20,0.16
25,31.08.2010,,0,20,0.16
25,30.09.2010,,0,20,0.16
25,31.10.2010,,0,20,0.16
25,30.11.2010,,0,20,0.16
25,31.12.2010,,0,20,0.16
25,31.01.2011,,0,20,0.16
25,28.02.2011,,0,20,0.16
25,31.03.2011,,0,20,0.16
25,30.04.2011,,0,20,0.16
25,31.05.2011,,0,20,0.16
25,30.06.2011,,0,20,0.16
25,31.07.2011,,0,20,0.16
25,31.08.2011,,0,20,0.16
25,30.09.2011,,0,20,0.16
25,31.10.2011,,0,20,0.16
25,30.11.2011,,0,20,0.16
26,31.01.2010,31.03.2010,1,23,0.3
26,28.02.2010,31.03.2010,1,24,0.36
26,31.03.2010,28.02.2011,1,24,0.36
27,31.01.2010,30.04.2010,1,18,0.09
27,28.02.2010,30.04.2010,1,18,0.09
27,31.03.2010,30.04.2010,1,18,0.09
27,30.04.2010,31.08.2010,1,18,0.09
28,31.01.2010,,0,17,0.06
28,28.02.2010,,0,17,0.06
28,31.03.2010,,0,17,0.06
28,30.04.2010,,0,17,0.06
28,31.05.2010,,0,17,0.06
28,30.06.2010,,0,17,0.06
28,31.07.2010,,0,17,0.06
28,31.08.2010,,0,17,0.06
28,30.09.2010,,0,17,0.06
28,31.10.2010,,0,17,0.06
28,30.11.2010,,0,17,0.06
28,31.12.2010,,0,17,0.06
28,31.01.2011,,0,17,0.06
28,28.02.2011,,0,17,0.06
28,31.03.2011,,0,17,0.06
28,30.04.2011,,0,17,0.06
28,31.05.2011,,0,17,0.06
28,30.06.2011,,0,17,0.06
28,31.07.2011,,0,17,0.06
28,31.08.2011,,0,17,0.06
28,30.09.2011,,0,17,0.06
28,31.10.2011,,0,17,0.06
28,30.11.2011,,0,17,0.06
29,31.01.2010,31.01.2010,0,23,0.3
30,31.01.2010,,0,19,0.14
30,28.02.2010,,0,19,0.14
30,31.03.2010,,0,19,0.14
30,30.04.2010,,0,18,0.09
30,31.05.2010,,0,18,0.09
30,30.06.2010,,0,18,0.09
30,31.07.2010,,0,18,0.09
30,31.08.2010,,0,18,0.09
30,30.09.2010,,0,18,0.09
30,31.10.2010,31.10.2011,1,18,0.09
30,30.11.2010,31.10.2011,1,18,0.09
30,31.12.2010,31.10.2011,1,18,0.09
30,31.01.2011,31.10.2011,1,18,0.09
30,28.02.2011,31.10.2011,1,18,0.09
30,31.03.2011,31.10.2011,1,18,0.09
30,30.04.2011,31.10.2011,1,18,0.09
30,31.05.2011,31.10.2011,1,18,0.09
30,30.06.2011,31.10.2011,1,18,0.09
30,31.07.2011,31.10.2011,1,18,0.09
30,31.08.2011,31.10.2011,1,18,0.09
30,30.09.2011,31.10.2011,1,19,0.14
30,31.10.2011,31.10.2011,0,19,0.14
31,31.01.2010,,0,21,0.2
31,28.02.2010,,0,21,0.2
31,31.03.2010,,0,21,0.2
31,30.04.2010,,0,21,0.2
31,31.05.2010,,0,21,0.2
31,30.06.2010,,0,22,0.25
31,31.07.2010,,0,22,0.25
31,31.08.2010,,0,22,0.25
31,30.09.2010,,0,22,0.25
31,31.10.2010,,0,22,0.25
31,30.11.2010,,0,22,0.25
31,31.12.2010,,0,22,0.25
31,31.01.2011,,0,22,0.25
31,28.02.2011,,0,22,0.25
31,31.03.2011,,0,21,0.2
31,30.04.2011,,0,21,0.2
31,31.05.2011,,0,21,0.2
31,30.06.2011,,0,21,0.2
31,31.07.2011,,0,21,0.2
31,31.08.2011,,0,21,0.2
31,30.09.2011,,0,21,0.2
31,31.10.2011,,0,21,0.2
31,30.11.2011,,0,21,0.2
32,31.01.2010,,0,19,0.14
32,28.02.2010,,0,19,0.14
32,31.03.2010,,0,19,0.14
32,30.04.2010,,0,19,0.14
32,31.05.2010,,0,19,0.14
32,30.06.2010,,0,19,0.14
32,31.07.2010,,0,19,0.14
32,31.08.2010,,0,19,0.14
32,30.09.2010,,0,18,0.09
32,31.10.2010,,0,18,0.09
32,30.11.2010,,0,19,0.14
32,31.12.2010,,0,19,0.14
32,31.01.2011,,0,19,0.14
32,28.02.2011,,0,19,0.14
32,31.03.2011,,0,19,0.14
32,30.04.2011,,0,19,0.14
32,31.05.2011,,0,19,0.14
32,30.06.2011,,0,19,0.14
32,31.07.2011,,0,19,0.14
32,31.08.2011,,0,19,0.14
32,30.09.2011,,0,20,0.16
32,31.10.2011,,0,20,0.16
32,30.11.2011,,0,20,0.16
33,31.01.2010,,0,20,0.16
33,28.02.2010,,0,20,0.16
33,31.03.2010,,0,20,0.16
33,30.04.2010,,0,20,0.16
33,31.05.2010,,0,20,0.16
33,30.06.2010,,0,20,0.16
33,31.07.2010,,0,20,0.16
33,31.08.2010,,0,20,0.16
33,30.09.2010,,0,21,0.2
33,31.10.2010,,0,21,0.2
33,30.11.2010,,0,21,0.2
33,31.12.2010,,0,20,0.16
33,31.01.2011,,0,20,0.16
33,28.02.2011,,0,20,0.16
33,31.03.2011,,0,20,0.16
33,30.04.2011,,0,20,0.16
33,31.05.2011,,0,20,0.16
33,30.06.2011,,0,20,0.16
33,31.07.2011,,0,21,0.2
33,31.08.2011,,0,21,0.2
33,30.09.2011,,0,21,0.2
33,31.10.2011,,0,21,0.2
33,30.11.2011,,0,21,0.2
34,31.01.2010,31.12.2010,1,16,0.04
34,28.02.2010,31.12.2010,1,16,0.04
34,31.03.2010,31.12.2010,1,16,0.04
34,30.04.2010,31.12.2010,1,16,0.04
34,31.05.2010,31.12.2010,1,16,0.04
34,30.06.2010,31.12.2010,1,16,0.04
34,31.07.2010,31.12.2010,1,16,0.04
34,31.08.2010,31.12.2010,1,16,0.04
34,30.09.2010,31.12.2010,1,17,0.06
34,31.10.2010,31.12.2010,1,17,0.06
34,30.11.2010,31.12.2010,1,17,0.06
34,31.12.2010,30.11.2011,1,18,0.09
35,31.01.2010,31.03.2010,1,23,0.3
36,31.01.2010,30.06.2010,1,21,0.2
36,28.02.2010,30.06.2010,1,21,0.2
36,31.03.2010,30.06.2010,1,21,0.2
36,30.04.2010,30.06.2010,1,21,0.2
36,31.05.2010,30.06.2010,1,21,0.2
36,30.06.2010,31.10.2010,1,21,0.2
37,31.01.2010,,0,11,0.002
37,28.02.2010,,0,11,0.002
37,31.03.2010,,0,11,0.002
37,30.04.2010,,0,11,0.002
37,31.05.2010,,0,12,0.004
37,30.06.2010,,0,12,0.004
37,31.07.2010,,0,12,0.004
37,31.08.2010,,0,12,0.004
37,30.09.2010,,0,12,0.004
37,31.10.2010,,0,12,0.004
37,30.11.2010,,0,12,0.004
37,31.12.2010,,0,12,0.004
37,31.01.2011,,0,11,0.002
37,28.02.2011,,0,11,0.002
37,31.03.2011,,0,11,0.002
37,30.04.2011,,0,11,0.002
37,31.05.2011,,0,11,0.002
37,30.06.2011,,0,11,0.002
37,31.07.2011,,0,11,0.002
37,31.08.2011,,0,12,0.004
37,30.09.2011,,0,12,0.004
37,31.10.2011,,0,12,0.004
37,30.11.2011,,0,11,0.002
38,31.01.2010,,0,15,0.025
38,28.02.2010,,0,15,0.025
38,31.03.2010,,0,14,0.016
38,30.04.2010,,0,14,0.016
38,31.05.2010,,0,14,0.016
38,30.06.2010,,0,14,0.016
38,31.07.2010,,0,14,0.016
38,31.08.2010,,0,15,0.025
38,30.09.2010,,0,15,0.025
38,31.10.2010,,0,15,0.025
38,30.11.2010,,0,15,0.025
38,31.12.2010,,0,15,0.025
38,31.01.2011,,0,15,0.025
38,28.02.2011,,0,15,0.025
38,31.03.2011,,0,15,0.025
38,30.04.2011,,0,15,0.025
38,31.05.2011,,0,15,0.025
38,30.06.2011,,0,15,0.025
38,31.07.2011,,0,15,0.025
38,31.08.2011,,0,15,0.025
38,30.09.2011,,0,15,0.025
38,31.10.2011,,0,15,0.025
38,30.11.2011,,0,15,0.025
39,31.01.2010,,0,15,0.025
39,28.02.2010,,0,15,0.025
39,31.03.2010,,0,15,0.025
39,30.04.2010,,0,15,0.025
39,31.05.2010,,0,15,0.025
39,30.06.2010,,0,15,0.025
39,31.07.2010,,0,15,0.025
39,31.08.2010,,0,15,0.025
39,30.09.2010,,0,15,0.025
39,31.10.2010,,0,15,0.025
39,30.11.2010,,0,15,0.025
39,31.12.2010,,0,15,0.025
39,31.01.2011,,0,15,0.025
39,28.02.2011,,0,15,0.025
39,31.03.2011,,0,15,0.025
39,30.04.2011,,0,15,0.025
39,31.05.2011,,0,15,0.025
39,30.06.2011,,0,15,0.025
39,31.07.2011,,0,15,0.025
39,31.08.2011,,0,15,0.025
39,30.09.2011,,0,15,0.025
39,31.10.2011,,0,14,0.016
39,30.11.2011,,0,14,0.016
40,31.01.2010,,0,17,0.06
40,28.02.2010,,0,17,0.06
40,31.03.2010,,0,17,0.06
40,30.04.2010,,0,17,0.06
40,31.05.2010,,0,17,0.06
40,30.06.2010,,0,17,0.06
40,31.07.2010,31.07.2011,1,17,0.06
40,31.08.2010,31.07.2011,1,16,0.04
40,30.09.2010,31.07.2011,1,16,0.04
40,31.10.2010,31.07.2011,1,16,0.04
40,30.11.2010,31.07.2011,1,16,0.04
40,31.12.2010,31.07.2011,1,16,0.04
40,31.01.2011,31.07.2011,1,16,0.04
40,28.02.2011,31.07.2011,1,16,0.04
40,31.03.2011,31.07.2011,1,16,0.04
40,30.04.2011,31.07.2011,1,16,0.04
40,31.05.2011,31.07.2011,1,16,0.04
40,30.06.2011,31.07.2011,1,16,0.04
40,31.07.2011,31.07.2011,0,16,0.04
41,31.01.2010,,0,18,0.09
41,28.02.2010,,0,18,0.09
41,31.03.2010,,0,18,0.09
41,30.04.2010,,0,19,0.14
41,31.05.2010,,0,18,0.09
41,30.06.2010,,0,18,0.09
41,31.07.2010,,0,18,0.09
41,31.08.2010,,0,18,0.09
41,30.09.2010,30.09.2011,1,18,0.09
41,31.10.2010,30.09.2011,1,18,0.09
41,30.11.2010,30.09.2011,1,18,0.09
41,31.12.2010,30.09.2011,1,18,0.09
41,31.01.2011,30.09.2011,1,18,0.09
41,28.02.2011,30.09.2011,1,19,0.14
41,31.03.2011,30.09.2011,1,19,0.14
41,30.04.2011,30.09.2011,1,19,0.14
41,31.05.2011,30.09.2011,1,19,0.14
41,30.06.2011,30.09.2011,1,19,0.14
41,31.07.2011,30.09.2011,1,19,0.14
41,31.08.2011,30.09.2011,1,19,0.14
41,30.09.2011,30.09.2011,0,19,0.14
42,31.01.2010,,0,20,0.16
42,28.02.2010,,0,20,0.16
42,31.03.2010,,0,20,0.16
42,30.04.2010,,0,20,0.16
42,31.05.2010,,0,20,0.16
42,30.06.2010,,0,20,0.16
42,31.07.2010,,0,20,0.16
42,31.08.2010,,0,20,0.16
42,30.09.2010,,0,20,0.16
42,31.10.2010,,0,20,0.16
42,30.11.2010,,0,20,0.16
42,31.12.2010,,0,20,0.16
42,31.01.2011,,0,20,0.16
42,28.02.2011,,0,20,0.16
42,31.03.2011,,0,20,0.16
42,30.04.2011,,0,20,0.16
42,31.05.2011,,0,20,0.16
42,30.06.2011,,0,19,0.14
42,31.07.2011,,0,19,0.14
42,31.08.2011,,0,19,0.14
42,30.09.2011,,0,19,0.14
42,31.10.2011,,0,19,0.14
42,30.11.2011,,0,19,0.14
43,31.01.2010,,0,13,0.008
43,28.02.2010,,0,13,0.008
43,31.03.2010,,0,13,0.008
43,30.04.2010,,0,13,0.008
43,31.05.2010,,0,13,0.008
43,30.06.2010,,0,13,0.008
43,31.07.2010,,0,13,0.008
43,31.08.2010,,0,13,0.008
43,30.09.2010,,0,13,0.008
43,31.10.2010,,0,13,0.008
43,30.11.2010,30.11.2011,1,12,0.004
43,31.12.2010,30.11.2011,1,11,0.002
43,31.01.2011,30.11.2011,1,11,0.002
43,28.02.2011,30.11.2011,1,11,0.002
43,31.03.2011,30.11.2011,1,11,0.002
43,30.04.2011,30.11.2011,1,11,0.002
43,31.05.2011,30.11.2011,1,11,0.002
43,30.06.2011,30.11.2011,1,12,0.004
43,31.07.2011,30.11.2011,1,12,0.004
43,31.08.2011,30.11.2011,1,12,0.004
43,30.09.2011,30.11.2011,1,12,0.004
43,31.10.2011,30.11.2011,1,12,0.004
43,30.11.2011,30.11.2011,0,12,0.004
44,31.01.2010,,0,13,0.008
44,28.02.2010,,0,13,0.008
44,31.03.2010,31.03.2011,1,13,0.008
44,30.04.2010,31.03.2011,1,13,0.008
44,31.05.2010,31.03.2011,1,13,0.008
44,30.06.2010,31.03.2011,1,13,0.008
44,31.07.2010,31.03.2011,1,13,0.008
44,31.08.2010,31.03.2011,1,13,0.008
44,30.09.2010,31.03.2011,1,13,0.008
44,31.10.2010,31.03.2011,1,13,0.008
44,30.11.2010,31.03.2011,1,13,0.008
44,31.12.2010,31.03.2011,1,13,0.008
44,31.01.2011,31.03.2011,1,13,0.008
44,28.02.2011,31.03.2011,1,13,0.008
44,31.03.2011,31.03.2011,0,13,0.008
45,31.01.2010,,0,15,0.025
45,28.02.2010,,0,15,0.025
45,31.03.2010,,0,15,0.025
45,30.04.2010,,0,15,0.025
45,31.05.2010,,0,15,0.025
45,30.06.2010,,0,15,0.025
45,31.07.2010,,0,15,0.025
45,31.08.2010,,0,15,0.025
45,30.09.2010,,0,15,0.025
45,31.10.2010,,0,15,0.025
45,30.11.2010,,0,15,0.025
45,31.12.2010,,0,15,0.025
45,31.01.2011,,0,15,0.025
45,28.02.2011,,0,15,0.025
45,31.03.2011,,0,15,0.025
45,30.04.2011,,0,15,0.025
45,31.05.2011,,0,15,0.025
45,30.06.2011,,0,15,0.025
45,31.07.2011,,0,15,0.025
45,31.08.2011,,0,15,0.025
45,30.09.2011,,0,16,0.04
45,31.10.2011,,0,16,0.04
45,30.11.2011,,0,16,0.04
46,31.01.2010,31.10.2010,1,19,0.14
46,28.02.2010,31.10.2010,1,19,0.14
46,31.03.2010,31.10.2010,1,19,0.14
46,30.04.2010,31.10.2010,1,20,0.16
